KODJAZ,TYPVAZ,AKRCIS1,KODCIS1,CHODNOTA1,TEXT1,AKRCIS2,KODCIS2,CHODNOTA2,TEXT2
"CS","Editaèní vazba","CISORP",65,"7101","Hranice","KRAJ_NUTS",100,"3123","Olomouckı kraj"
"CS","Editaèní vazba","CISORP",65,"7102","Jeseník","KRAJ_NUTS",100,"3123","Olomouckı kraj"
"CS","Editaèní vazba","CISORP",65,"7103","Konice","KRAJ_NUTS",100,"3123","Olomouckı kraj"
"CS","Editaèní vazba","CISORP",65,"7104","Lipník nad Beèvou","KRAJ_NUTS",100,"3123","Olomouckı kraj"
"CS","Editaèní vazba","CISORP",65,"7105","Litovel","KRAJ_NUTS",100,"3123","Olomouckı kraj"
"CS","Editaèní vazba","CISORP",65,"7106","Mohelnice","KRAJ_NUTS",100,"3123","Olomouckı kraj"
"CS","Editaèní vazba","CISORP",65,"7107","Olomouc","KRAJ_NUTS",100,"3123","Olomouckı kraj"
"CS","Editaèní vazba","CISORP",65,"7108","Prostìjov","KRAJ_NUTS",100,"3123","Olomouckı kraj"
"CS","Editaèní vazba","CISORP",65,"7109","Pøerov","KRAJ_NUTS",100,"3123","Olomouckı kraj"
"CS","Editaèní vazba","CISORP",65,"7110","Šternberk","KRAJ_NUTS",100,"3123","Olomouckı kraj"
"CS","Editaèní vazba","CISORP",65,"7111","Šumperk","KRAJ_NUTS",100,"3123","Olomouckı kraj"
"CS","Editaèní vazba","CISORP",65,"7112","Unièov","KRAJ_NUTS",100,"3123","Olomouckı kraj"
"CS","Editaèní vazba","CISORP",65,"7113","Zábøeh","KRAJ_NUTS",100,"3123","Olomouckı kraj"
"CS","Editaèní vazba","CISORP",65,"7201","Bystøice pod Hostınem","KRAJ_NUTS",100,"3131","Zlínskı kraj"
"CS","Editaèní vazba","CISORP",65,"7202","Holešov","KRAJ_NUTS",100,"3131","Zlínskı kraj"
"CS","Editaèní vazba","CISORP",65,"7203","Kromìøí","KRAJ_NUTS",100,"3131","Zlínskı kraj"
"CS","Editaèní vazba","CISORP",65,"7204","Luhaèovice","KRAJ_NUTS",100,"3131","Zlínskı kraj"
"CS","Editaèní vazba","CISORP",65,"7205","Otrokovice","KRAJ_NUTS",100,"3131","Zlínskı kraj"
"CS","Editaèní vazba","CISORP",65,"7206","Ronov pod Radhoštìm","KRAJ_NUTS",100,"3131","Zlínskı kraj"
"CS","Editaèní vazba","CISORP",65,"7207","Uherské Hradištì","KRAJ_NUTS",100,"3131","Zlínskı kraj"
"CS","Editaèní vazba","CISORP",65,"7208","Uherskı Brod","KRAJ_NUTS",100,"3131","Zlínskı kraj"
"CS","Editaèní vazba","CISORP",65,"7209","Valašské Klobouky","KRAJ_NUTS",100,"3131","Zlínskı kraj"
"CS","Editaèní vazba","CISORP",65,"7210","Valašské Meziøíèí","KRAJ_NUTS",100,"3131","Zlínskı kraj"
"CS","Editaèní vazba","CISORP",65,"7211","Vizovice","KRAJ_NUTS",100,"3131","Zlínskı kraj"
"CS","Editaèní vazba","CISORP",65,"7212","Vsetín","KRAJ_NUTS",100,"3131","Zlínskı kraj"
"CS","Editaèní vazba","CISORP",65,"7213","Zlín","KRAJ_NUTS",100,"3131","Zlínskı kraj"
"CS","Editaèní vazba","CISORP",65,"8101","Bílovec","KRAJ_NUTS",100,"3140","Moravskoslezskı kraj"
"CS","Editaèní vazba","CISORP",65,"8102","Bohumín","KRAJ_NUTS",100,"3140","Moravskoslezskı kraj"
"CS","Editaèní vazba","CISORP",65,"8103","Bruntál","KRAJ_NUTS",100,"3140","Moravskoslezskı kraj"
"CS","Editaèní vazba","CISORP",65,"8104","Èeskı Tìšín","KRAJ_NUTS",100,"3140","Moravskoslezskı kraj"
"CS","Editaèní vazba","CISORP",65,"8105","Frenštát pod Radhoštìm","KRAJ_NUTS",100,"3140","Moravskoslezskı kraj"
"CS","Editaèní vazba","CISORP",65,"8106","Frıdek-Místek","KRAJ_NUTS",100,"3140","Moravskoslezskı kraj"
"CS","Editaèní vazba","CISORP",65,"8107","Frıdlant nad Ostravicí","KRAJ_NUTS",100,"3140","Moravskoslezskı kraj"
"CS","Editaèní vazba","CISORP",65,"8108","Havíøov","KRAJ_NUTS",100,"3140","Moravskoslezskı kraj"
"CS","Editaèní vazba","CISORP",65,"8109","Hluèín","KRAJ_NUTS",100,"3140","Moravskoslezskı kraj"
"CS","Editaèní vazba","CISORP",65,"8110","Jablunkov","KRAJ_NUTS",100,"3140","Moravskoslezskı kraj"
"CS","Editaèní vazba","CISORP",65,"8111","Karviná","KRAJ_NUTS",100,"3140","Moravskoslezskı kraj"
"CS","Editaèní vazba","CISORP",65,"8112","Kopøivnice","KRAJ_NUTS",100,"3140","Moravskoslezskı kraj"
"CS","Editaèní vazba","CISORP",65,"8113","Kravaøe","KRAJ_NUTS",100,"3140","Moravskoslezskı kraj"
"CS","Editaèní vazba","CISORP",65,"8114","Krnov","KRAJ_NUTS",100,"3140","Moravskoslezskı kraj"
"CS","Editaèní vazba","CISORP",65,"8115","Novı Jièín","KRAJ_NUTS",100,"3140","Moravskoslezskı kraj"
"CS","Editaèní vazba","CISORP",65,"8116","Odry","KRAJ_NUTS",100,"3140","Moravskoslezskı kraj"
"CS","Editaèní vazba","CISORP",65,"8117","Opava","KRAJ_NUTS",100,"3140","Moravskoslezskı kraj"
"CS","Editaèní vazba","CISORP",65,"8118","Orlová","KRAJ_NUTS",100,"3140","Moravskoslezskı kraj"
"CS","Editaèní vazba","CISORP",65,"8119","Ostrava","KRAJ_NUTS",100,"3140","Moravskoslezskı kraj"
"CS","Editaèní vazba","CISORP",65,"8120","Rımaøov","KRAJ_NUTS",100,"3140","Moravskoslezskı kraj"
"CS","Editaèní vazba","CISORP",65,"8121","Tøinec","KRAJ_NUTS",100,"3140","Moravskoslezskı kraj"
"CS","Editaèní vazba","CISORP",65,"8122","Vítkov","KRAJ_NUTS",100,"3140","Moravskoslezskı kraj"

